  1, -15.051, -10.523, -10.523, -10.506,  -9.934,  -9.934,  -9.934,  -8.126,  -8.126,  -8.126,  -7.077,  -7.077,  -6.558,  -6.347,  -6.347,  -6.347,  -5.848,  -5.848,  -5.488,  -5.488,  -5.488,  -3.567,  -3.567,  -3.567,   3.841,   3.841,   4.063,   8.621,   8.621,   8.621,   9.146,   9.146,   9.146,  16.177,  16.177,  16.458,  16.458,  16.458,  17.829,  18.005,  22.105,  22.105,  22.105,  25.868,  29.077,   -6.061
 31, -15.051, -10.523, -10.523, -10.506,  -9.934,  -9.934,  -9.934,  -8.126,  -8.126,  -8.126,  -7.077,  -7.077,  -6.558,  -6.347,  -6.347,  -6.347,  -5.848,  -5.848,  -5.488,  -5.488,  -5.488,  -3.567,  -3.567,  -3.567,   3.841,   3.841,   4.063,   8.621,   8.621,   8.621,   9.146,   9.146,   9.146,  16.177,  16.177,  16.458,  16.458,  16.458,  17.829,  18.005,  22.105,  22.105,  22.105,  25.868,  29.077,   -6.061
 32, -15.025, -10.513, -10.513, -10.497,  -9.927,  -9.926,  -9.926,  -8.133,  -8.120,  -8.120,  -7.080,  -7.080,  -6.567,  -6.382,  -6.382,  -6.354,  -5.857,  -5.857,  -5.553,  -5.511,  -5.511,  -3.546,  -3.546,  -3.530,   3.901,   3.901,   4.124,   8.511,   8.511,   8.662,   8.993,   9.146,   9.146,  16.253,  16.253,  16.550,  16.584,  16.584,  17.929,  17.991,  21.682,  22.090,  22.090,  26.109,  29.118,   -6.061
 33, -14.948, -10.485, -10.485, -10.470,  -9.904,  -9.902,  -9.902,  -8.154,  -8.104,  -8.104,  -7.089,  -7.089,  -6.594,  -6.485,  -6.485,  -6.371,  -5.884,  -5.884,  -5.728,  -5.571,  -5.571,  -3.492,  -3.492,  -3.437,   4.082,   4.082,   4.305,   8.145,   8.145,   8.575,   8.787,   9.227,   9.227,  16.307,  16.307,  16.733,  17.094,  17.094,  17.913,  18.286,  20.757,  22.047,  22.047,  26.454,  29.296,   -6.061
 34, -14.820, -10.439, -10.439, -10.426,  -9.868,  -9.862,  -9.862,  -8.188,  -8.079,  -8.079,  -7.104,  -7.104,  -6.654,  -6.654,  -6.644,  -6.391,  -5.975,  -5.930,  -5.930,  -5.646,  -5.646,  -3.421,  -3.421,  -3.322,   4.378,   4.378,   4.601,   7.575,   7.575,   7.982,   8.992,   9.420,   9.420,  16.326,  16.326,  16.865,  17.647,  17.914,  17.914,  18.902,  19.855,  21.976,  21.976,  26.549,  29.272,   -6.061
 35, -14.642, -10.375, -10.375, -10.365,  -9.819,  -9.808,  -9.808,  -8.234,  -8.047,  -8.047,  -7.123,  -7.123,  -6.874,  -6.874,  -6.721,  -6.410,  -6.260,  -5.998,  -5.998,  -5.715,  -5.715,  -3.353,  -3.353,  -3.212,   4.784,   4.784,   4.998,   6.899,   6.899,   7.299,   9.274,   9.707,   9.707,  16.339,  16.339,  16.802,  17.059,  18.933,  18.933,  19.062,  20.028,  21.882,  21.882,  26.435,  29.330,   -6.061
 36, -14.418, -10.296, -10.296, -10.290,  -9.758,  -9.740,  -9.740,  -8.288,  -8.011,  -8.011,  -7.158,  -7.158,  -7.112,  -7.112,  -6.821,  -6.558,  -6.426,  -6.091,  -6.091,  -5.766,  -5.766,  -3.301,  -3.301,  -3.125,   5.291,   5.291,   5.452,   6.177,   6.177,   6.619,   9.631,  10.076,  10.076,  15.754,  16.352,  16.352,  17.005,  18.877,  20.091,  20.091,  21.085,  21.767,  21.767,  26.237,  29.315,   -6.061
 37, -14.149, -10.205, -10.205, -10.202,  -9.689,  -9.660,  -9.660,  -8.349,  -7.977,  -7.977,  -7.397,  -7.397,  -7.161,  -7.161,  -6.940,  -6.850,  -6.439,  -6.203,  -6.203,  -5.802,  -5.802,  -3.271,  -3.271,  -3.068,   5.446,   5.446,   5.548,   5.892,   5.892,   6.384,  10.056,  10.517,  10.517,  14.459,  16.369,  16.369,  17.018,  18.778,  21.345,  21.345,  21.644,  21.644,  22.302,  26.045,  29.156,   -6.061
 38, -13.839, -10.108, -10.108, -10.107,  -9.613,  -9.570,  -9.570,  -8.412,  -7.949,  -7.949,  -7.656,  -7.656,  -7.185,  -7.185,  -7.120,  -7.072,  -6.451,  -6.318,  -6.318,  -5.827,  -5.827,  -3.268,  -3.268,  -3.046,   4.732,   4.732,   4.946,   6.574,   6.574,   6.948,  10.546,  11.025,  11.025,  13.114,  16.391,  16.391,  17.030,  18.678,  21.475,  21.475,  22.711,  22.711,  23.611,  25.915,  28.832,   -6.061
 39, -13.493, -10.015, -10.013, -10.013,  -9.529,  -9.469,  -9.469,  -8.472,  -7.953,  -7.953,  -7.873,  -7.873,  -7.354,  -7.214,  -7.214,  -7.213,  -6.461,  -6.422,  -6.422,  -5.847,  -5.847,  -3.296,  -3.296,  -3.062,   4.048,   4.048,   4.273,   7.332,   7.332,   7.689,  11.096,  11.591,  11.591,  11.769,  16.419,  16.419,  17.043,  18.539,  21.309,  21.309,  24.130,  24.130,  24.975,  25.886,  28.383,   -6.061
 40, -13.119,  -9.940,  -9.937,  -9.937,  -9.433,  -9.355,  -9.355,  -8.521,  -8.110,  -8.110,  -7.910,  -7.910,  -7.539,  -7.358,  -7.256,  -7.256,  -6.497,  -6.497,  -6.471,  -5.863,  -5.863,  -3.357,  -3.357,  -3.117,   3.407,   3.407,   3.630,   8.157,   8.157,   8.501,  10.454,  11.700,  12.210,  12.210,  16.454,  16.454,  17.061,  18.352,  21.127,  21.127,  25.612,  25.612,  25.856,  26.480,  27.871,   -6.061
 41, -12.725,  -9.902,  -9.900,  -9.900,  -9.317,  -9.223,  -9.223,  -8.550,  -8.249,  -8.249,  -7.919,  -7.919,  -7.665,  -7.502,  -7.320,  -7.320,  -6.533,  -6.533,  -6.481,  -5.876,  -5.876,  -3.453,  -3.453,  -3.215,   2.816,   2.816,   3.037,   8.989,   9.043,   9.043,   9.555,  12.353,  12.876,  12.876,  16.497,  16.497,  17.084,  18.125,  20.930,  20.930,  26.008,  27.119,  27.119,  27.377,  27.377,   -6.061
 42, -12.324,  -9.918,  -9.918,  -9.914,  -9.177,  -9.073,  -9.073,  -8.543,  -8.318,  -8.318,  -7.938,  -7.938,  -7.726,  -7.642,  -7.405,  -7.405,  -6.526,  -6.526,  -6.490,  -5.887,  -5.887,  -3.586,  -3.586,  -3.357,   2.283,   2.283,   2.507,   7.838,   9.980,   9.980,  10.380,  13.050,  13.582,  13.582,  16.551,  16.551,  17.113,  17.874,  20.721,  20.721,  26.184,  26.832,  26.832,  28.744,  28.744,   -6.061
 43, -11.933,  -9.989,  -9.989,  -9.972,  -9.016,  -8.910,  -8.910,  -8.485,  -8.312,  -8.312,  -7.962,  -7.962,  -7.775,  -7.725,  -7.503,  -7.503,  -6.498,  -6.488,  -6.488,  -5.895,  -5.895,  -3.759,  -3.759,  -3.545,   1.814,   1.814,   2.044,   6.633,  10.961,  10.961,  11.341,  13.786,  14.321,  14.321,  16.618,  16.618,  17.141,  17.628,  20.503,  20.503,  26.370,  26.370,  26.370,  29.735,  29.775,   -6.061
 44, -11.574, -10.095, -10.095, -10.062,  -8.844,  -8.750,  -8.750,  -8.362,  -8.237,  -8.237,  -7.990,  -7.990,  -7.899,  -7.665,  -7.602,  -7.602,  -6.506,  -6.430,  -6.430,  -5.902,  -5.902,  -3.970,  -3.970,  -3.777,   1.412,   1.412,   1.653,   5.476,  11.972,  11.972,  12.325,  14.553,  15.084,  15.084,  16.702,  16.702,  17.120,  17.460,  20.283,  20.283,  25.957,  25.957,  26.530,  28.855,  28.863,   -6.061
 45, -11.269, -10.216, -10.216, -10.165,  -8.675,  -8.613,  -8.613,  -8.161,  -8.108,  -8.108,  -8.010,  -8.010,  -8.010,  -7.688,  -7.688,  -7.552,  -6.513,  -6.364,  -6.364,  -5.906,  -5.906,  -4.219,  -4.219,  -4.050,   1.077,   1.077,   1.331,   4.380,  12.997,  12.997,  13.303,  15.345,  15.859,  15.859,  16.816,  16.816,  16.967,  17.479,  20.067,  20.067,  25.597,  25.597,  26.613,  28.054,  28.055,   -6.061
 46, -11.030, -10.335, -10.335, -10.269,  -8.518,  -8.509,  -8.509,  -8.107,  -8.060,  -8.060,  -7.935,  -7.935,  -7.886,  -7.713,  -7.713,  -7.384,  -6.519,  -6.299,  -6.299,  -5.907,  -5.907,  -4.500,  -4.500,  -4.357,   0.806,   0.806,   1.073,   3.361,  13.998,  13.998,  14.229,  16.149,  16.617,  16.617,  16.766,  16.995,  16.995,  17.639,  19.867,  19.867,  25.287,  25.287,  26.545,  27.339,  27.340,   -6.061
 47, -10.860, -10.442, -10.442, -10.362,  -8.435,  -8.435,  -8.383,  -8.189,  -8.078,  -8.078,  -7.917,  -7.917,  -7.557,  -7.550,  -7.550,  -7.162,  -6.524,  -6.242,  -6.242,  -5.906,  -5.906,  -4.804,  -4.804,  -4.689,   0.596,   0.596,   0.871,   2.438,  14.904,  14.904,  15.032,  16.581,  16.948,  17.154,  17.154,  17.472,  17.472,  17.931,  19.694,  19.694,  25.023,  25.023,  26.263,  26.685,  26.693,   -6.061
 48, -10.750, -10.531, -10.531, -10.439,  -8.386,  -8.386,  -8.275,  -8.254,  -8.098,  -8.098,  -7.947,  -7.947,  -7.287,  -7.287,  -7.214,  -6.888,  -6.528,  -6.200,  -6.200,  -5.903,  -5.903,  -5.120,  -5.120,  -5.035,   0.440,   0.440,   0.711,   1.649,  15.593,  15.593,  15.630,  16.429,  17.610,  17.610,  17.715,  18.152,  18.152,  18.387,  19.564,  19.564,  24.797,  24.797,  25.811,  25.821,  26.021,   -6.061
 49, -10.687, -10.597, -10.597, -10.493,  -8.357,  -8.357,  -8.300,  -8.199,  -8.118,  -8.118,  -7.967,  -7.967,  -6.997,  -6.997,  -6.882,  -6.600,  -6.531,  -6.182,  -6.182,  -5.898,  -5.898,  -5.430,  -5.430,  -5.382,   0.334,   0.334,   0.557,   1.061,  15.990,  15.990,  15.996,  16.317,  18.226,  18.226,  18.397,  18.717,  18.717,  18.962,  19.515,  19.515,  24.597,  24.597,  25.042,  25.298,  25.339,   -6.061
 50, -10.658, -10.637, -10.637, -10.522,  -8.343,  -8.343,  -8.329,  -8.153,  -8.132,  -8.132,  -7.974,  -7.974,  -6.711,  -6.711,  -6.576,  -6.533,  -6.374,  -6.212,  -6.212,  -5.895,  -5.895,  -5.708,  -5.686,  -5.686,   0.272,   0.272,   0.358,   0.778,  16.171,  16.171,  16.178,  16.249,  18.805,  18.805,  18.901,  19.013,  19.013,  19.478,  19.606,  19.606,  24.395,  24.395,  24.480,  24.823,  24.826,   -6.061
 51, -10.651, -10.651, -10.651, -10.530,  -8.338,  -8.338,  -8.338,  -8.138,  -8.138,  -8.138,  -7.975,  -7.975,  -6.534,  -6.534,  -6.534,  -6.400,  -6.284,  -6.284,  -6.284,  -5.896,  -5.896,  -5.896,  -5.789,  -5.789,   0.252,   0.252,   0.252,   0.715,  16.222,  16.222,  16.222,  16.238,  19.029,  19.029,  19.094,  19.094,  19.094,  19.694,  19.694,  19.694,  24.267,  24.267,  24.267,  24.657,  24.657,   -6.061
 52, -10.659, -10.637, -10.606, -10.507,  -8.352,  -8.347,  -8.315,  -8.172,  -8.135,  -8.118,  -7.980,  -7.961,  -6.893,  -6.872,  -6.765,  -6.554,  -6.538,  -6.206,  -6.059,  -5.904,  -5.889,  -5.705,  -5.496,  -5.442,   0.259,   0.359,   0.511,   0.894,  16.029,  16.053,  16.209,  16.219,  18.209,  18.682,  18.767,  18.793,  18.806,  19.328,  19.422,  19.504,  24.493,  24.630,  24.803,  24.869,  25.080,   -6.061
 53, -10.689, -10.632, -10.475, -10.410,  -8.411,  -8.389,  -8.252,  -8.244,  -8.143,  -8.059,  -7.983,  -7.912,  -7.387,  -7.363,  -7.223,  -7.049,  -6.551,  -6.192,  -5.929,  -5.908,  -5.908,  -5.645,  -4.849,  -4.784,   0.284,   0.465,   1.238,   1.581,  15.247,  15.345,  16.144,  16.203,  16.448,  17.176,  18.170,  18.349,  18.522,  18.842,  19.104,  19.220,  24.964,  25.171,  25.304,  25.864,  25.922,   -6.061
 54, -10.763, -10.675, -10.269, -10.235,  -8.569,  -8.491,  -8.317,  -8.191,  -8.130,  -7.978,  -7.964,  -7.934,  -7.884,  -7.755,  -7.565,  -7.467,  -6.572,  -6.196,  -5.971,  -5.945,  -5.890,  -5.676,  -4.110,  -4.025,   0.332,   0.536,   2.322,   2.689,  13.907,  14.066,  14.487,  15.302,  16.041,  16.201,  17.380,  17.767,  18.529,  18.789,  18.917,  19.107,  25.489,  25.658,  25.773,  26.563,  26.919,   -6.061
 55, -10.908, -10.786, -10.006, -10.006,  -8.798,  -8.665,  -8.467,  -8.355,  -8.282,  -8.151,  -8.030,  -7.977,  -7.849,  -7.837,  -7.824,  -7.470,  -6.598,  -6.203,  -6.029,  -6.002,  -5.965,  -5.760,  -3.297,  -3.195,   0.417,   0.623,   3.669,   4.067,  12.339,  12.542,  12.546,  13.429,  15.904,  16.139,  16.571,  16.941,  18.321,  18.733,  19.343,  19.574,  25.701,  26.084,  26.540,  27.229,  28.165,   -6.061
 56, -11.138, -10.982,  -9.752,  -9.712,  -9.040,  -8.887,  -8.771,  -8.606,  -8.386,  -8.340,  -8.089,  -8.004,  -7.798,  -7.776,  -7.687,  -7.300,  -6.623,  -6.210,  -6.103,  -6.100,  -6.085,  -5.843,  -2.417,  -2.303,   0.553,   0.752,   5.214,   5.637,  10.702,  10.727,  10.967,  11.618,  15.745,  15.814,  16.055,  16.141,  18.024,  18.565,  20.179,  20.408,  25.904,  26.251,  27.362,  27.777,  28.535,   -6.061
 57, -11.425, -11.244,  -9.499,  -9.413,  -9.261,  -9.110,  -8.969,  -8.778,  -8.572,  -8.414,  -8.078,  -8.074,  -7.686,  -7.604,  -7.532,  -7.147,  -6.636,  -6.268,  -6.215,  -6.191,  -6.190,  -5.867,  -1.473,  -1.355,   0.763,   0.942,   6.914,   7.343,   8.994,   9.151,   9.422,   9.939,  15.151,  15.431,  15.577,  15.952,  17.750,  18.418,  21.216,  21.459,  25.708,  26.061,  26.126,  26.392,  29.126,   -6.061
 58, -11.713, -11.516,  -9.442,  -9.300,  -9.270,  -9.139,  -9.080,  -8.868,  -8.718,  -8.524,  -8.039,  -8.015,  -7.601,  -7.409,  -7.404,  -7.103,  -6.629,  -6.451,  -6.286,  -6.286,  -6.218,  -5.804,  -0.472,  -0.362,   1.065,   1.208,   7.455,   7.609,   7.947,   8.303,   8.778,   9.289,  14.609,  14.847,  15.417,  15.842,  17.520,  18.286,  22.421,  22.678,  23.199,  23.737,  26.368,  26.429,  30.537,   -6.061
 59, -11.951, -11.746,  -9.576,  -9.441,  -9.142,  -9.087,  -8.915,  -8.912,  -8.827,  -8.624,  -7.956,  -7.902,  -7.532,  -7.340,  -7.211,  -7.189,  -6.627,  -6.625,  -6.356,  -6.355,  -6.218,  -5.674,   0.568,   0.648,   1.464,   1.544,   6.128,   6.209,   6.586,   7.073,  10.696,  11.128,  14.209,  14.412,  15.277,  15.734,  17.318,  18.138,  20.769,  21.461,  23.767,  24.039,  26.470,  26.613,  30.373,   -6.061
 60, -12.105, -11.896,  -9.657,  -9.527,  -9.173,  -8.972,  -8.930,  -8.894,  -8.766,  -8.690,  -7.873,  -7.752,  -7.488,  -7.346,  -7.322,  -7.026,  -6.759,  -6.702,  -6.398,  -6.359,  -6.218,  -5.554,   1.573,   1.576,   1.883,   1.902,   4.980,   5.114,   5.446,   6.142,  12.623,  12.963,  13.963,  14.145,  15.145,  15.604,  17.020,  17.827,  18.747,  19.659,  25.228,  25.518,  26.495,  26.814,  28.593,   -6.061
 61, -12.159, -11.948,  -9.684,  -9.556,  -9.183,  -8.950,  -8.917,  -8.917,  -8.713,  -8.713,  -7.836,  -7.632,  -7.472,  -7.472,  -7.321,  -6.886,  -6.812,  -6.812,  -6.414,  -6.346,  -6.217,  -5.506,   2.043,   2.043,   2.136,   2.136,   4.341,   4.685,   4.908,   5.780,  13.880,  13.880,  14.054,  14.054,  14.946,  15.422,  16.530,  17.390,  18.003,  19.048,  26.503,  26.503,  26.896,  26.896,  27.214,   -6.061
